ID,Tipo,Color,Material,Agregado,Cantidad,Precio Unitario,Precio Total,Fecha,PrecioU,PrecioT
3176,Estante de puertas corredizas,Negro,Metal,De pared,1,1750.0,1750.0,2022-11-06,,
3181,Silla estática,Blanco,Metal,Sin brazos,1,140.0,140.0,2021-08-29,,
3181,Casillero de 15 puertas,Blanco,Metal,Sin chapa,2,2290.0,4580.0,2021-08-29,,
3181,Estante para archivos con bandejas,Negro,Melamina,De pie,2,2350.0,4700.0,2021-08-29,,
3181,Gabetero de 2 cajas con chapa adicional,Negro,Metal,Con cerradura,3,980.0,2940.0,2021-08-29,,
3181,Estante de puertas corredizas,Negro,Melamina,Con puertas,3,1750.0,5250.0,2021-08-29,,
3181,Silla de espera,Negro,Melamina,No acolchonada,2,950.0,1900.0,2021-08-29,,
3181,Gabetero de 2 cajas con chapa adicional,Rojo,Melamina,De hogar,1,980.0,980.0,2021-08-29,,
3181,Estante mostrador,Azul,Melamina,Sin puertas,1,520.0,520.0,2021-08-29,,
3181,Gabetero de 4 cajas,Rojo,Melamina,Con cerradura,1,1380.0,1380.0,2021-08-29,,
3181,Estante mostrador,Blanco,Metal,Sin puertas,1,520.0,520.0,2021-08-29,,
3191,Casillero de dos puertas,Negro,Metal,Sin chapa,2,1850.0,3700.0,2021-03-02,,
3191,Gabetero con chapa independiente,Negro,Melamina,Sin cerradura,2,1750.0,3500.0,2021-03-02,,
3193,Gabetero de 2 cajas sin chapa,Rojo,Metal,De oficina,1,830.0,830.0,2020-08-20,,
3193,Casillero de 12 puertas,Gris,Melamina,Sin espejo,3,2200.0,6600.0,2020-08-20,,
3193,Cajero para supermercado,Azul,Melamina,Sin agregado,1,1200.0,1200.0,2020-08-20,,
3193,Gabetero de 5 cajas,Blanco,Melamina,Con cerradura,2,1600.0,3200.0,2020-08-20,,
3193,Silla estática con brazo,Gris,Metal,Con brazos,2,320.0,640.0,2020-08-20,,
3198,Casillero de dos puertas,Rojo,Metal,Sin chapa,3,1850.0,5550.0,2020-06-10,,
3198,Silla de peluquería,Negro,Melamina,Acolchonada,2,210.0,420.0,2020-06-10,,
3198,Silla estática,Azul,Metal,No acolchonada,1,140.0,140.0,2020-06-10,,
3201,Gabetero de 2 cajas con chapa adicional,Azul,Metal,Con cerradura,3,980.0,2940.0,2021-10-10,,
3201,Vitrina para farmacia,Gris,Melamina,De madera,3,1100.0,3300.0,2021-10-10,,
3201,Gabetero de 2 cajas sin chapa,Rojo,Metal,De hogar,2,830.0,1660.0,2021-10-10,,
3201,Camilla tipo escritorio,Gris,Metal,Con espaldar movible,1,2750.0,2750.0,2021-10-10,,
3201,Casillero de 12 puertas,Negro,Melamina,Con espejo,3,2200.0,6600.0,2021-10-10,,
3201,Casillero de 6 puertas,Negro,Metal,Sin chapa,1,1750.0,1750.0,2021-10-10,,
3201,Silla estática con brazo,Azul,Melamina,Con brazos,2,320.0,640.0,2021-10-10,,
3208,Casillero de 1 cuerpo y 4 puertas,Negro,Metal,Sin espejo,2,980.0,1960.0,2023-07-31,,
3208,Gabetero de 5 cajas,Negro,Melamina,De hogar,1,1600.0,1600.0,2023-07-31,,
3208,Estante para archivos con bandejas,Negro,Melamina,De pared,2,2350.0,4700.0,2023-07-31,,
3208,Archivador de Chapas Individuales,Negro,Melamina,Sin agregado,2,1400.0,2800.0,2023-07-31,,
3208,Gabetero de 2 cajas sin chapa,Negro,Melamina,De oficina,1,830.0,830.0,2023-07-31,,
3213,Gabetero de 2 cajas sin chapa,Rojo,Metal,De hogar,1,830.0,830.0,2023-02-22,,
3213,Estante Archivador,Negro,Metal,Sin puertas,1,1250.0,1250.0,2023-02-22,,
3213,Casillero de cuatro puertas,Rojo,Melamina,Sin chapa,3,1550.0,4650.0,2023-02-22,,
3213,Casillero de dos puertas,Negro,Melamina,Con chapa,2,1850.0,3700.0,2023-02-22,,
3217,Gabetero de 3 cajas,Blanco,Metal,De hogar,1,1250.0,1250.0,2020-02-02,,
3217,Estante para farmacia de dos cuerpos,Negro,Metal,De pared,3,3550.0,10650.0,2020-02-02,,
3217,Casillero de cuatro puertas,Rojo,Melamina,Sin espejo,3,1550.0,4650.0,2020-02-02,,
3220,Estante para farmacia,Negro,Melamina,Con puertas,1,3500.0,3500.0,2023-05-29,,
3220,Casillero de 20 puertas,Blanco,Melamina,Sin chapa,2,2800.0,5600.0,2023-05-29,,
3220,Silla giratoria,Negro,Metal,Con brazos,2,990.0,1980.0,2023-05-29,,
3223,Vitrina para farmacia,Negro,Melamina,De vidrio,3,1100.0,3300.0,2020-08-24,,
3223,Gabetero de 5 cajas,Azul,Melamina,Con cerradura,3,1600.0,4800.0,2020-08-24,,
3223,Gabetero de 2 cajas con chapa adicional,Azul,Melamina,Sin cerradura,1,980.0,980.0,2020-08-24,,
3226,Casillero de 1 cuerpo y tres puertas,Gris,Melamina,Sin espejo,2,950.0,1900.0,2023-03-30,,
3226,Vitrina de puertas corredizas,Gris,Melamina,Con iluminación,3,1900.0,5700.0,2023-03-30,,
3226,Estante para farmacia,Blanco,Melamina,Sin puertas,1,3500.0,3500.0,2023-03-30,,
3226,Gabetero de 2 cajas con chapa adicional,Rojo,Melamina,Con cerradura,1,980.0,980.0,2023-03-30,,
3226,Gabetero de 2 cajas con chapa adicional,Negro,Metal,Sin cerradura,1,980.0,980.0,2023-03-30,,
3226,Casillero de 6 puertas,Azul,Metal,Con espejo,2,1750.0,3500.0,2023-03-30,,
3226,Casillero de 20 puertas,Blanco,Metal,Con chapa,2,2800.0,5600.0,2023-03-30,,
3233,Silla giratoria,Blanco,Metal,Acolchonada,2,990.0,1980.0,2021-05-11,,
3233,Gabetero de 2 cajas sin chapa,Gris,Melamina,De hogar,3,830.0,2490.0,2021-05-11,,
3233,Escritorio secretarial de cuatro cajas con chapa clave,Blanco,Melamina,Con ruedas,2,1480.0,2960.0,2021-05-11,,
3236,Horno semi-industrial,Negro,Melamina,A gas,2,2550.0,5100.0,2023-10-03,,
3236,Casillero de cuatro puertas,Blanco,Metal,Con chapa,1,1550.0,1550.0,2023-10-03,,
3236,Silla giratoria,Negro,Melamina,Con brazos,1,990.0,990.0,2023-10-03,,
3236,Archivador de Chapas Individuales,Negro,Melamina,Sin agregado,1,1400.0,1400.0,2023-10-03,,
3240,Vitrina para farmacia,Negro,Melamina,Sin iluminación,2,1100.0,2200.0,2022-10-09,,
3240,Gabetero de 5 cajas,Negro,Metal,Con cerradura,2,1600.0,3200.0,2022-10-09,,
3240,Silla de espera,Azul,Metal,No acolchonada,2,950.0,1900.0,2022-10-09,,
3240,Casillero de 12 puertas,Gris,Metal,Sin espejo,2,2200.0,4400.0,2022-10-09,,
3240,Silla de peluquería,Gris,Metal,Sin brazos,1,210.0,210.0,2022-10-09,,
3245,Casillero de 1 cuerpo y 4 puertas,Gris,Metal,Con espejo,1,980.0,980.0,2021-01-31,,
3245,Casillero de dos puertas,Negro,Metal,Con espejo,1,1850.0,1850.0,2021-01-31,,
3245,Silla giratoria,Negro,Metal,Sin brazos,3,990.0,2970.0,2021-01-31,,
3245,Estante para farmacia,Rojo,Melamina,De pie,1,3500.0,3500.0,2021-01-31,,
3245,Casillero de 1 cuerpo y 4 puertas,Rojo,Metal,Con chapa,2,980.0,1960.0,2021-01-31,,
3245,Horno domestico,Azul,Metal,Con ventilador,3,1350.0,4050.0,2021-01-31,,
3245,Casillero de 1 cuerpo y tres puertas,Azul,Metal,Sin chapa,1,950.0,950.0,2021-01-31,,
3245,Estante Archivador,Negro,Melamina,Sin puertas,1,1250.0,1250.0,2021-01-31,,
3253,Silla estática,Rojo,Melamina,Sin brazos,3,140.0,420.0,2021-10-08,,
3253,Gabetero de 5 cajas,Negro,Metal,Sin cerradura,1,1600.0,1600.0,2021-10-08,,
3253,Estante para farmacia,Gris,Metal,De pared,2,3500.0,7000.0,2021-10-08,,
3253,Casillero de 15 puertas,Negro,Melamina,Sin espejo,2,2290.0,4580.0,2021-10-08,,
3257,Casillero de dos puertas,Gris,Melamina,Sin espejo,2,1850.0,3700.0,2020-06-19,,
3257,Gabetero de 2 cajas sin chapa,Blanco,Melamina,Con cerradura,3,830.0,2490.0,2020-06-19,,
3259,Casillero de 6 puertas,Blanco,Metal,Sin espejo,3,1750.0,5250.0,2020-12-24,,
3259,Estante para farmacia de dos cuerpos,Rojo,Melamina,De pared,2,3550.0,7100.0,2020-12-24,,
3259,Broastera simple,Gris,Melamina,Sin agregado,2,1100.0,2200.0,2020-12-24,,
3259,Horno semi-industrial,Rojo,Metal,Sin ventilador,2,2550.0,5100.0,2020-12-24,,
3259,Silla de peluquería,Blanco,Metal,No acolchonada,1,210.0,210.0,2020-12-24,,
3259,Vitrina para farmacia,Negro,Melamina,De madera,3,1100.0,3300.0,2020-12-24,,
3265,Silla de espera,Azul,Melamina,No acolchonada,1,950.0,950.0,2023-12-24,,
3265,Gabetero de 2 cajas sin chapa,Gris,Melamina,Con cerradura,2,830.0,1660.0,2023-12-24,,
3265,Estante Archivador,Rojo,Metal,Con puertas,1,1250.0,1250.0,2023-12-24,,
3265,Archivador de Chapas Individuales,Negro,Melamina,Sin agregado,3,1400.0,4200.0,2023-12-24,,
3265,Casillero de 12 puertas,Negro,Melamina,Sin chapa,1,2200.0,2200.0,2023-12-24,,
3265,Casillero de 15 puertas,Azul,Melamina,Con chapa,1,2290.0,2290.0,2023-12-24,,
3271,Estante mostrador,Blanco,Melamina,De pie,3,520.0,1560.0,2022-09-01,,
3271,Casillero de 6 puertas,Rojo,Metal,Con espejo,3,1750.0,5250.0,2022-09-01,,
3271,Silla de peluquería,Gris,Metal,Acolchonada,2,210.0,420.0,2022-09-01,,
3271,Gabetero de 5 cajas,Rojo,Melamina,Con cerradura,1,1600.0,1600.0,2022-09-01,,
3271,Casillero de 12 puertas,Negro,Metal,Sin espejo,1,2200.0,2200.0,2022-09-01,,
3271,Camilla de examen,Gris,Metal,Con barillas,2,1250.0,2500.0,2022-09-01,,
3277,Archivador de Chapas Individuales,Rojo,Melamina,Sin agregado,3,1400.0,4200.0,2022-01-16,,
3277,Casillero de 2 puertas,Gris,Metal,Sin espejo,3,980.0,2940.0,2022-01-16,,
3277,Mesa de trabajo,Negro,Metal,Sin cajones,2,1500.0,3000.0,2022-01-16,,
3277,Estante Archivador,Negro,Metal,De pie,1,1250.0,1250.0,2022-01-16,,
3277,Gabetero de 2 cajas con chapa adicional,Negro,Melamina,Con cerradura,1,980.0,980.0,2022-01-16,,
3282,Silla estática,Blanco,Metal,Sin brazos,2,140.0,280.0,2023-09-25,,
3282,Cocina industrial de dos quemadores,Rojo,Metal,Sin agregado,1,1250.0,1250.0,2023-09-25,,
3282,Silla de espera,Rojo,Melamina,Sin brazos,3,950.0,2850.0,2023-09-25,,
3285,Camillas para masajes,Blanco,Melamina,Fija,2,1250.0,2500.0,2021-10-23,,
3285,Gabetero de 2 cajas sin chapa,Azul,Metal,De hogar,3,830.0,2490.0,2021-10-23,,
3287,Casillero de 2 puertas,Azul,Melamina,Con espejo,2,980.0,1960.0,2020-07-14,,
3287,Horno semi-industrial,Gris,Metal,Sin ventilador,1,2550.0,2550.0,2020-07-14,,
3287,Silla de peluquería,Negro,Melamina,Acolchonada,3,210.0,630.0,2020-07-14,,
3287,Casillero de cuatro puertas,Rojo,Metal,Sin espejo,1,1550.0,1550.0,2020-07-14,,
3291,Gabetero de 3 cajas,Azul,Melamina,De oficina,2,1250.0,2500.0,2022-10-15,,
3291,Gabetero con chapa independiente,Azul,Melamina,De hogar,2,1750.0,3500.0,2022-10-15,,
3291,Casillero de cuatro puertas,Gris,Metal,Sin espejo,3,1550.0,4650.0,2022-10-15,,
3291,Archivero,Rojo,Melamina,Sin agregado,1,1800.0,1800.0,2022-10-15,,
3295,Cajero para supermercado,Gris,Melamina,Sin agregado,2,1200.0,2400.0,2020-06-14,,
3295,Casillero de cuatro puertas,Azul,Metal,Con espejo,2,1550.0,3100.0,2020-06-14,,
3295,Casillero de 1 cuerpo y 4 puertas,Rojo,Metal,Con chapa,1,980.0,980.0,2020-06-14,,
3295,Casillero de 15 puertas,Gris,Metal,Con chapa,2,2290.0,4580.0,2020-06-14,,
3295,Casillero de 15 puertas,Blanco,Melamina,Con espejo,2,2290.0,4580.0,2020-06-14,,
3300,Biombo,Blanco,Melamina,Sin agregado,3,450.0,1350.0,2021-04-02,,
3300,Estante para farmacia de dos cuerpos,Rojo,Metal,Sin puertas,2,3550.0,7100.0,2021-04-02,,
3300,Estante de puertas corredizas,Gris,Metal,Sin puertas,2,1750.0,3500.0,2021-04-02,,
3300,Mesa de instrumentación,Azul,Metal,Cuadrada,1,650.0,650.0,2021-04-02,,
3304,Camillas para masajes,Gris,Metal,Fija,2,1250.0,2500.0,2021-01-02,,
3304,Casillero de 15 puertas,Negro,Metal,Sin chapa,3,2290.0,6870.0,2021-01-02,,
3304,Casillero de 1 cuerpo y 4 puertas,Gris,Metal,Con chapa,1,980.0,980.0,2021-01-02,,
3307,Silla estática,Rojo,Metal,Acolchonada,1,140.0,140.0,2020-03-15,,
3307,Silla mesedora,Azul,Metal,No acolchonada,1,500.0,500.0,2020-03-15,,
3307,Estante mostrador,Azul,Metal,De pared,1,520.0,520.0,2020-03-15,,
3307,Archivador de Chapas Individuales,Gris,Melamina,Sin agregado,3,1400.0,4200.0,2020-03-15,,
3307,Gabetero de 3 cajas,Gris,Melamina,Con cerradura,2,1250.0,2500.0,2020-03-15,,
3307,Estante Archivador,Blanco,Metal,De pie,2,1250.0,2500.0,2020-03-15,,
3307,Estante mostrador,Gris,Melamina,De pared,2,520.0,1040.0,2020-03-15,,
3307,Estante para farmacia de dos cuerpos,Blanco,Melamina,Con puertas,2,3550.0,7100.0,2020-03-15,,
3307,Gabetero de 2 cajas sin chapa,Blanco,Melamina,Con cerradura,1,830.0,830.0,2020-03-15,,
3307,Silla giratoria,Azul,Metal,Acolchonada,1,990.0,990.0,2020-03-15,,
3307,Casillero de dos puertas,Azul,Metal,Sin espejo,1,1850.0,1850.0,2020-03-15,,
3307,Silla estática,Azul,Metal,Acolchonada,1,140.0,140.0,2020-03-15,,
3319,Estante de puertas corredizas,Gris,Metal,De pared,2,1750.0,3500.0,2020-01-28,,
3319,Silla estática,Blanco,Melamina,Acolchonada,1,140.0,140.0,2020-01-28,,
3319,Silla estática con brazo,Gris,Melamina,Acolchonada,1,320.0,320.0,2020-01-28,,
3319,Vitrina para farmacia,Azul,Melamina,De madera,1,1100.0,1100.0,2020-01-28,,
3319,Casillero de 2 puertas,Azul,Melamina,Con espejo,2,980.0,1960.0,2020-01-28,,
3324,Estante Archivador,Negro,Melamina,Con puertas,1,1250.0,1250.0,2023-09-08,,
3324,Silla mesedora,Negro,Melamina,Sin brazos,2,500.0,1000.0,2023-09-08,,
3324,Gradilla de 2 peldaños,Azul,Metal,Sin agregado,1,450.0,450.0,2023-09-08,,
3327,Cajero para supermercado,Azul,Metal,Sin agregado,2,1200.0,2400.0,2021-03-18,,
3327,Gabetero de 3 cajas,Negro,Melamina,De oficina,2,1250.0,2500.0,2021-03-18,,
3327,Credenza,Gris,Metal,Sin agregado,3,2100.0,6300.0,2021-03-18,,
3330,Estante para farmacia,Negro,Melamina,De pared,1,3500.0,3500.0,2021-04-30,,
3330,Casillero de 9 puertas,Blanco,Metal,Con espejo,1,1850.0,1850.0,2021-04-30,,
3330,Camilla tipo escritorio,Blanco,Melamina,Sin barillas,2,2750.0,5500.0,2021-04-30,,
3330,Casillero de 20 puertas,Gris,Metal,Con espejo,3,2800.0,8400.0,2021-04-30,,
3334,Camilla de ginecología,Negro,Melamina,Sin barillas,2,1850.0,3700.0,2020-05-02,,
3334,Silla de espera,Gris,Metal,Con brazos,2,950.0,1900.0,2020-05-02,,
3334,Gabetero de 3 cajas,Negro,Metal,Con cerradura,3,1250.0,3750.0,2020-05-02,,
3334,Estante de puertas corredizas,Blanco,Metal,De pared,1,1750.0,1750.0,2020-05-02,,
3338,Gabetero de 3 cajas,Rojo,Metal,De oficina,3,1250.0,3750.0,2022-08-15,,
3338,Estante para farmacia,Gris,Metal,De pie,1,3500.0,3500.0,2022-08-15,,
3338,Estanteria tipo vitrin,Azul,Melamina,De pie,1,650.0,650.0,2022-08-15,,
3341,Estanteria tipo vitrin,Rojo,Melamina,Sin puertas,1,650.0,650.0,2022-12-03,,
3341,Casillero de 6 puertas,Negro,Melamina,Sin chapa,3,1750.0,5250.0,2022-12-03,,
3341,Armario de dos cuerpos,Rojo,Melamina,Con espejo,1,1850.0,1850.0,2022-12-03,,
3341,Silla estática con brazo,Negro,Melamina,Con brazos,1,320.0,320.0,2022-12-03,,
3345,Vitrina para farmacia,Rojo,Metal,De vidrio,2,1100.0,2200.0,2022-03-23,,
3345,Vitrina para farmacia,Negro,Melamina,De vidrio,1,1100.0,1100.0,2022-03-23,,
3345,Silla de peluquería,Rojo,Melamina,No acolchonada,1,210.0,210.0,2022-03-23,,
3348,Casillero de 12 puertas,Rojo,Melamina,Sin espejo,1,2200.0,2200.0,2022-05-30,,
3348,Casillero de 12 puertas,Rojo,Melamina,Con espejo,3,2200.0,6600.0,2022-05-30,,
3350,Vitrina para farmacia,Rojo,Metal,Sin iluminación,3,1100.0,3300.0,2020-09-30,,
3350,Gabetero de 2 cajas con chapa adicional,Negro,Metal,Con cerradura,1,980.0,980.0,2020-09-30,,
3350,Silla giratoria,Negro,Melamina,Sin brazos,1,990.0,990.0,2020-09-30,,
3353,Silla de espera,Gris,Melamina,No acolchonada,2,950.0,1900.0,2023-11-03,,
3353,Casillero de 12 puertas,Blanco,Melamina,Con espejo,1,2200.0,2200.0,2023-11-03,,
3353,Casillero de 20 puertas,Gris,Melamina,Con espejo,2,2800.0,5600.0,2023-11-03,,
3356,Gabetero de 3 cajas,Negro,Metal,Con cerradura,2,1250.0,2500.0,2020-07-18,,
3356,Silla estática,Blanco,Metal,Sin brazos,1,140.0,140.0,2020-07-18,,
3356,Gabetero de 3 cajas,Negro,Melamina,Sin cerradura,2,1250.0,2500.0,2020-07-18,,
3356,Casillero de 9 puertas,Rojo,Metal,Sin chapa,2,1850.0,3700.0,2020-07-18,,
3360,Casillero de 20 puertas,Negro,Melamina,Con espejo,2,2800.0,5600.0,2023-12-23,,
3360,Archivero,Rojo,Melamina,Sin agregado,3,1800.0,5400.0,2023-12-23,,
3360,Estante para farmacia de dos cuerpos,Blanco,Metal,De pie,3,3550.0,10650.0,2023-12-23,,
3363,Casillero de 2 puertas,Azul,Melamina,Con espejo,3,980.0,2940.0,2022-03-03,,
3363,Casillero de 2 puertas,Rojo,Melamina,Sin chapa,3,980.0,2940.0,2022-03-03,,
3365,Gabetero de 5 cajas,Rojo,Melamina,Con cerradura,1,1600.0,1600.0,2023-04-10,,
3365,Silla estática,Blanco,Melamina,Con brazos,3,140.0,420.0,2023-04-10,,
3365,Estante para farmacia,Negro,Metal,Con puertas,2,3500.0,7000.0,2023-04-10,,
3365,Gabetero con chapa independiente,Negro,Metal,De hogar,1,1750.0,1750.0,2023-04-10,,
3365,Silla de espera,Azul,Metal,No acolchonada,1,950.0,950.0,2023-04-10,,
3370,Casillero de dos puertas,Blanco,Melamina,Sin chapa,2,1850.0,3700.0,2023-12-11,,
3370,Gabetero de 2 cajas con chapa adicional,Rojo,Metal,Sin cerradura,1,980.0,980.0,2023-12-11,,
3372,Casillero de 1 cuerpo y 4 puertas,Negro,Metal,Sin espejo,1,980.0,980.0,2022-10-21,,
3372,Estante para farmacia,Azul,Metal,Con puertas,2,3500.0,7000.0,2022-10-21,,
3372,Silla estática,Azul,Melamina,Sin brazos,1,140.0,140.0,2022-10-21,,
3372,Casillero de 20 puertas,Azul,Metal,Sin espejo,1,2800.0,2800.0,2022-10-21,,
3376,Vitrina para farmacia,Azul,Metal,Sin iluminación,3,1100.0,3300.0,2021-05-13,,
3376,Gabetero de 4 cajas,Gris,Melamina,Sin cerradura,2,1380.0,2760.0,2021-05-13,,
3376,Gabetero con chapa independiente,Blanco,Metal,De hogar,1,1750.0,1750.0,2021-05-13,,
3376,Silla giratoria,Negro,Melamina,Acolchonada,3,990.0,2970.0,2021-05-13,,
3376,Archivador de Chapas Individuales,Blanco,Metal,Sin agregado,3,1400.0,4200.0,2021-05-13,,
3376,Estante Archivador,Blanco,Melamina,De pared,3,1250.0,3750.0,2021-05-13,,
3382,Estante para farmacia,Azul,Metal,De pie,3,3500.0,10500.0,2021-01-26,,
3382,Casillero de 20 puertas,Negro,Metal,Con chapa,3,2800.0,8400.0,2021-01-26,,
3382,Gabetero de 2 cajas con chapa adicional,Gris,Metal,De oficina,1,980.0,980.0,2021-01-26,,
3385,Silla giratoria,Negro,Melamina,Con brazos,3,990.0,2970.0,2021-06-07,,
3385,Silla mesedora,Negro,Metal,Sin brazos,1,500.0,500.0,2021-06-07,,
3385,Casillero de cuatro puertas,Azul,Melamina,Sin espejo,3,1550.0,4650.0,2021-06-07,,
3385,Casillero de 12 puertas,Negro,Melamina,Con chapa,1,2200.0,2200.0,2021-06-07,,
3389,Silla mesedora,Gris,Metal,Con brazos,2,500.0,1000.0,2022-03-11,,
3389,Silla de espera,Negro,Metal,No acolchonada,1,950.0,950.0,2022-03-11,,
3389,Casillero de 15 puertas,Gris,Metal,Sin espejo,2,2290.0,4580.0,2022-03-11,,
3389,Gabetero de 4 cajas,Negro,Metal,De oficina,1,1380.0,1380.0,2022-03-11,,
3393,Casillero de 12 puertas,Negro,Metal,Sin chapa,3,2200.0,6600.0,2020-02-16,,
3393,Casillero de 2 puertas,Rojo,Melamina,Sin chapa,1,980.0,980.0,2020-02-16,,
3393,Silla giratoria,Rojo,Metal,Sin brazos,2,990.0,1980.0,2020-02-16,,
3393,Casillero de dos puertas,Negro,Melamina,Sin chapa,1,1850.0,1850.0,2020-02-16,,
3393,Horno domestico,Rojo,Melamina,Eléctrico,3,1350.0,4050.0,2020-02-16,,
3393,Silla giratoria,Gris,Melamina,Acolchonada,1,990.0,990.0,2020-02-16,,
3393,Gabetero de 2 cajas con chapa adicional,Negro,Metal,Con cerradura,1,980.0,980.0,2020-02-16,,
3393,Silla mesedora,Rojo,Melamina,Con brazos,3,500.0,1500.0,2020-02-16,,
3393,Silla mesedora,Azul,Melamina,Acolchonada,1,500.0,500.0,2020-02-16,,
3393,Casillero de 1 cuerpo y 4 puertas,Azul,Metal,Sin espejo,2,980.0,1960.0,2020-02-16,,
3403,Gabetero de 5 cajas,Rojo,Melamina,De hogar,2,1600.0,3200.0,2023-04-26,,
3403,Lámpara de cuello ganzo,Blanco,Melamina,Sin agregado,2,550.0,1100.0,2023-04-26,,
3403,Estante de puertas corredizas,Blanco,Metal,Sin puertas,2,1750.0,3500.0,2023-04-26,,
3403,Alacena con pedestal,Negro,Melamina,Sin agregado,1,1600.0,1600.0,2023-04-26,,
3407,Gabetero de 4 cajas,Blanco,Metal,Con cerradura,2,1380.0,2760.0,2022-01-10,,
3407,Silla estática con brazo,Azul,Metal,Con brazos,2,320.0,640.0,2022-01-10,,
3407,Gabetero de 2 cajas sin chapa,Blanco,Melamina,Sin cerradura,1,830.0,830.0,2022-01-10,,
3410,Estante para archivos con bandejas,Azul,Metal,Sin puertas,3,2350.0,7050.0,2021-12-29,,
3410,Casillero de 15 puertas,Rojo,Melamina,Con chapa,2,2290.0,4580.0,2021-12-29,,
3412,Casillero de 20 puertas,Rojo,Metal,Sin espejo,1,2800.0,2800.0,2020-05-14,,
3412,Alacena con pedestal,Blanco,Melamina,Sin agregado,1,1600.0,1600.0,2020-05-14,,
3412,Estante para farmacia de dos cuerpos,Azul,Melamina,De pie,3,3550.0,10650.0,2020-05-14,,
3412,Casillero de 2 puertas,Rojo,Metal,Con chapa,3,980.0,2940.0,2020-05-14,,
3412,Casillero de 2 puertas,Negro,Metal,Con chapa,3,980.0,2940.0,2020-05-14,,
3412,Estanteria tipo vitrin,Azul,Metal,De pie,1,650.0,650.0,2020-05-14,,
3412,Estante para farmacia de dos cuerpos,Negro,Metal,De pie,1,3550.0,3550.0,2020-05-14,,
3419,Vitrina para farmacia,Azul,Melamina,Sin iluminación,2,1100.0,2200.0,2021-11-20,,
3419,Estante para farmacia,Blanco,Metal,De pie,3,3500.0,10500.0,2021-11-20,,
3419,Silla de espera,Azul,Metal,Sin brazos,2,950.0,1900.0,2021-11-20,,
3422,Mostrador para librería,Gris,Melamina,Sin agregado,1,900.0,900.0,2023-09-08,,
3422,Casillero de dos puertas,Rojo,Melamina,Sin espejo,1,1850.0,1850.0,2023-09-08,,
3422,Estante de puertas corredizas,Negro,Metal,Sin puertas,1,1750.0,1750.0,2023-09-08,,
3422,Velador clínico,Gris,Metal,Sin agregado,2,650.0,1300.0,2023-09-08,,
3422,Estante Archivador,Gris,Melamina,Sin puertas,1,1250.0,1250.0,2023-09-08,,
3427,Gabetero de 2 cajas con chapa adicional,Blanco,Metal,Con cerradura,2,980.0,1960.0,2021-09-10,,
3427,Gabetero de 5 cajas,Negro,Melamina,De oficina,2,1600.0,3200.0,2021-09-10,,
3427,Gabetero con chapa independiente,Azul,Melamina,De hogar,2,1750.0,3500.0,2021-09-10,,
3427,Casillero de dos puertas,Azul,Metal,Con chapa,2,1850.0,3700.0,2021-09-10,,
3431,Gabetero de 2 cajas con chapa adicional,Gris,Melamina,De hogar,1,980.0,980.0,2020-08-08,,
3431,Camilla con Barillas,Negro,Melamina,Con barillas,1,1850.0,1850.0,2020-08-08,,
3431,Camilla de examen con espaldar movible,Negro,Metal,Sin barillas,2,1450.0,2900.0,2020-08-08,,
3434,Estante para farmacia,Negro,Melamina,De pared,2,3500.0,7000.0,2021-10-21,,
3434,Casillero de 20 puertas,Negro,Melamina,Sin chapa,3,2800.0,8400.0,2021-10-21,,
3434,Estante de puertas corredizas,Blanco,Metal,Con puertas,1,1750.0,1750.0,2021-10-21,,
3434,Gabetero de 3 cajas,Azul,Metal,De hogar,2,1250.0,2500.0,2021-10-21,,
3434,Casillero de 15 puertas,Blanco,Metal,Con espejo,3,2290.0,6870.0,2021-10-21,,
3434,Estanteria tipo vitrin,Rojo,Metal,Sin puertas,2,650.0,1300.0,2021-10-21,,
3434,Estante Archivador,Gris,Metal,De pared,1,1250.0,1250.0,2021-10-21,,
3441,Gabetero de 4 cajas,Blanco,Metal,Con cerradura,1,1380.0,1380.0,2023-02-02,,
3441,Silla de peluquería,Rojo,Metal,No acolchonada,1,210.0,210.0,2023-02-02,,
3441,Gabetero de 2 cajas con chapa adicional,Rojo,Metal,De oficina,1,980.0,980.0,2023-02-02,,
3441,Estante mostrador,Azul,Metal,De pared,1,520.0,520.0,2023-02-02,,
3441,Casillero de 2 puertas,Gris,Melamina,Con chapa,1,980.0,980.0,2023-02-02,,
3441,Silla estática,Rojo,Metal,No acolchonada,3,140.0,420.0,2023-02-02,,
3441,Vitrina para farmacia,Rojo,Metal,Con iluminación,3,1100.0,3300.0,2023-02-02,,
3441,Silla giratoria,Negro,Metal,Sin brazos,1,990.0,990.0,2023-02-02,,
3441,Silla de espera,Rojo,Melamina,Con brazos,2,950.0,1900.0,2023-02-02,,
3450,Casillero de 9 puertas,Gris,Melamina,Con chapa,3,1850.0,5550.0,2022-01-27,,
3450,Silla estática con brazo,Gris,Melamina,Acolchonada,1,320.0,320.0,2022-01-27,,
3450,Gabetero con chapa independiente,Blanco,Metal,De hogar,2,1750.0,3500.0,2022-01-27,,
3450,Casillero de 9 puertas,Negro,Metal,Sin espejo,2,1850.0,3700.0,2022-01-27,,
3450,Archivador de Chapas Individuales,Blanco,Metal,Sin agregado,2,1400.0,2800.0,2022-01-27,,
3455,Camilla de examen,Rojo,Metal,Con barillas,2,1250.0,2500.0,2023-10-14,,
3455,Casillero de dos puertas,Blanco,Metal,Con chapa,3,1850.0,5550.0,2023-10-14,,
